1	468656.1607	4199470.683	60	60
2	468685.6897	4199513.808	60	60
3	468723.7529	4199570.889	60	60
4	468734.2329	4199585.618	60	60
5	468741.1016	4199595.272	60	60
6	468757.6376	4199618.18	60	60
7	468757.6376	4199618.18	60	60
8	468790.7522	4199636.534	60	60
9	468813.7485	4199695.498	60	60
10	468616.9697	4199407.381	60	60
11	468616.9697	4199407.381	60	60
12	468431.5622	4199536.232	60	60
13	468431.5622	4199536.232	60	60
14	468537.6918	4199605.158	60	60
15	468537.6918	4199605.158	60	60
16	468542.1093	4199608.301	60	60
17	468598.5112	4199637.016	60	60
18	468598.5112	4199637.016	60	60
19	468648.0485	4199667.879	60	60
20	468648.0485	4199667.879	60	60
21	468638.1239	4199669.993	60	60
22	468638.1239	4199669.993	60	60
23	468638.1239	4199669.993	60	60
24	468663.8791	4199685.972	60	60
25	468756.9041	4199745.729	60	60
26	468747.8452	4199731.598	60	60
27	468809.3873	4199769.457	60	60
28	468537.8426	4199776.367	60	60
29	468537.8426	4199776.367	60	60
30	468625.0027	4199768.726	60	60
31	468551.9476	4199772.371	60	60
32	468551.9476	4199772.371	60	60
33	468551.9476	4199772.371	60	60
34	468551.9476	4199772.371	60	60
35	468739.174	4199598.449	60	60
36	468739.174	4199598.449	60	60
37	468693.3579	4199629.649	60	60
38	468803.0008	4199570.149	60	60
39	468853.2489	4199666.498	60	60
40	468750.645	4199809.901	60	60
41	468647.5518	4199812.39	60	60
42	468647.5518	4199812.39	60	60
43	468647.5518	4199812.39	60	60
44	468638.482	4199812.342	60	60
45	468638.482	4199812.342	60	60
46	468638.482	4199812.342	60	60
47	468733.9043	4199909.953	60	60
48	468460.3747	4199909.269	60	60
49	468460.3747	4199909.269	60	60
50	468751.6548	4199909.997	60	60
51	468751.6548	4199909.997	60	60
52	468837.8913	4199894.181	60	60
53	468635.9913	4199727.097	60	60
54	468635.9913	4199727.097	60	60
55	468540.6017	4199728.939	60	60
56	468540.6017	4199728.939	60	60
57	468540.6017	4199728.939	60	60
58	468476.9257	4199730.305	60	60
59	468442.3141	4199737.149	60	60
60	468442.3141	4199737.149	60	60
61	468428.4933	4199682.949	60	60
62	468426.7797	4199632.855	60	60
63	468426.7797	4199632.855	60	60
64	468537.217	4199636.985	60	60
65	468537.217	4199636.985	60	60
66	468537.217	4199636.985	60	60
67	468537.217	4199636.985	60	60
68	468582.6874	4199576.335	60	60
69	468582.6874	4199576.335	60	60
70	468582.6874	4199576.335	60	60
71	468582.6874	4199576.335	60	60
72	468588.5552	4199522.366	60	60
73	468588.5552	4199522.366	60	60
74	468588.5552	4199522.366	60	60
75	468588.5552	4199522.366	60	60
76	468656.1607	4199470.683	60	60
77	468656.1607	4199470.683	60	60
78	468204.2085	4199644.556	60	60
79	468203.8778	4199644.556	60	60
80	468204.5392	4199644.226	60	60
81	468401.6542	4199541.038	60	60
82	468401.9849	4199541.038	60	60
83	468506.7693	4199481.411	60	60
84	468450.6022	4199509.949	60	60
