1	469120.1951	4198465.7313	60	60
2	468555.7799	4199010.9977	60	60
3	468555.7799	4199010.9977	60	60
4	469849.6835	4198652.1747	60	60
5	468336.5614	4199005.4973	60	60
6	468768.686	4198865.9980	60	60
7	468768.686	4198865.9980	60	60
8	468768.686	4198865.9980	60	60
9	468508.7621	4199253.9231	60	60
10	469849.3223	4198648.1129	60	60
11	468616.3688	4199407.3646	60	60
12	468438.8657	4199149.9862	60	60
13	468410.8346	4199113.5126	60	60
14	468410.8346	4199113.5126	60	60
15	468727.539	4198632.8218	60	60
16	469849.3223	4198648.1129	60	60
17	469278.1302	4199372.1524	60	60
18	469278.1302	4199372.1524	60	60
19	468737.6673	4198654.3146	60	60
20	469764.6862	4199729.9959	60	60
21	469764.6862	4199729.9959	60	60
22	468336.5614	4199005.4973	60	60
23	469305.2511	4199875.9971	60	60
24	468901.124	4199355.4976	60	60
25	468410.8346	4199113.5126	60	60
26	469172.4678	4199844.4977	60	60
27	469531.7485	4198575.4971	60	60
28	469531.7485	4198575.4971	60	60
29	469337.5306	4199331.4980	60	60
30	469547.0415	4199695.8919	60	60
31	468308.9964	4198956.0393	60	60
32	468278.8738	4198907.9971	60	60
33	468278.8738	4198907.9971	60	60
34	468446.7129	4199161.2122	60	60
35	468446.7129	4199161.2122	60	60
36	468518.4619	4199267.3351	60	60
37	469292.1932	4199327.0741	60	60
38	468699.0305	4199061.4978	60	60
39	468518.4619	4199267.3351	60	60
40	468721.5834	4198617.7420	60	60
41	468555.7799	4199010.9977	60	60
42	468555.7799	4199010.9977	60	60
43	468768.686	4198865.9980	60	60
44	469357.2339	4199422.3868	60	60
45	469106.4427	4198448.4839	60	60
46	469357.2339	4199422.3868	60	60
47	469284.2179	4198942.9977	60	60
48	469083.2125	4199656.4179	60	60
49	469163.0349	4199823.8349	60	60
50	469163.0349	4199823.8349	60	60
51	468866.8738	4199306.9973	60	60
52	468866.8738	4199306.9973	60	60
53	468903.3656	4199358.8263	60	60
54	468912.9402	4199373.0446	60	60
55	468912.9402	4199373.0446	60	60
56	469083.2125	4199656.4179	60	60
57	468943.7914	4199418.8584	60	60
58	469083.2125	4199656.4179	60	60
59	468993.6856	4199491.7321	60	60
60	469015.6592	4199523.4147	60	60
61	469026.8195	4199539.5061	60	60
62	468943.7914	4199418.8584	60	60
63	468783.588	4199186.9387	60	60
64	468314.807	4198965.3066	60	60
65	469134.1865	4199472.9998	60	60
66	468866.8738	4199306.9973	60	60
67	468904.3742	4199206.4979	60	60
68	468712.5534	4199081.6299	60	60
69	468700.8515	4199064.2088	60	60
70	468734.9873	4199115.0284	60	60
71	468709.473	4199077.0440	60	60
72	468660.8409	4199017.4970	60	60
73	469236.8116	4199400.9970	60	60
74	468715.3602	4198593.3631	60	60
75	468715.3602	4198593.3631	60	60
76	469272.5929	4199375.9975	60	60
77	469236.8116	4199400.9970	60	60
78	469236.8116	4199400.9970	60	60
