1	469712.4661	4199449.071	15	60
2	469712.4661	4199449.071	15	60
3	469212.3743	4199816.1	15	60
4	469693.5766	4199448.242	15	60
5	469395.0761	4199707.044	15	60
6	468835.9866	4199568.589	15	60
7	469407.2997	4198659.324	15	60
8	469407.2997	4198659.324	15	60
9	469412.9103	4198645.385	15	60
10	468622.3115	4199254.998	15	60
11	469172.084	4199593.625	15	60
12	469186.0144	4199615.14	15	60
13	469409.1893	4199727.077	15	60
14	470015.9506	4198957.272	15	60
15	470021.3643	4198975.16	15	60
16	470021.3643	4198975.16	15	60
17	470066.7602	4199086.247	15	60
18	470010.9327	4198976.842	15	60
19	470017.1627	4199076.557	15	60
20	470017.1627	4199076.557	15	60
21	470013.5785	4199045.256	15	60
22	470017.1627	4199076.557	15	60
23	470013.5785	4199045.256	15	60
24	469401.2267	4199270.833	15	60
25	469773.0924	4199384.998	15	60
26	468855.3429	4199594.998	15	60
27	469356.452	4199568.55	15	60
28	469257.6528	4199518.708	15	60
29	469391.2244	4198701.98	15	60
30	469342.511	4199549.031	15	60
31	469391.2244	4198701.98	15	60
32	469335.7091	4199539.508	15	60
33	469370.2377	4198749.626	15	60
34	469228.9989	4199538.997	15	60
35	469397.5303	4198685.998	15	60
36	469395.0761	4199707.044	15	60
37	469282.5618	4199538.3	15	60
38	468943.1869	4199721.497	15	60
39	469370.2377	4198749.626	15	60
40	469194.2803	4198741.998	15	60
41	469228.9989	4199538.997	15	60
42	469702.8737	4199475.497	15	60
43	469418.9048	4199818.997	15	60
44	469418.9048	4199818.997	15	60
45	469623.5551	4198632.259	15	60
46	469623.5551	4198632.259	15	60
47	469623.5551	4198632.259	15	60
48	469623.5551	4198632.259	15	60
49	469342.511	4199549.031	15	60
50	469521.6838	4199522.764	15	60
51	469351.8575	4199717.593	15	60
52	469623.5551	4198632.259	15	60
53	468701.9193	4198845.016	15	60
54	469267.9702	4198632.998	15	60
55	469295.1861	4198557.498	15	60
56	469287.399	4199471.859	15	60
57	469202.6551	4198753.63	15	60
58	469268.0794	4198842.619	15	60
59	469218.4963	4198775.634	15	60
60	470030.1861	4199219.497	15	60
61	469635.5491	4199473.658	15	60
62	469285.9055	4199841.997	15	60
63	469285.9055	4199841.997	15	60
